omschrijving;mld_dat;Aantal
Nijmegen                      ;21/11/2019;4
NOORD                         ;21/11/2019;3
Ondernemersgebied             ;21/11/2019;16
Oost Brabant                  ;21/11/2019;3
Rotterdam                     ;21/11/2019;6
Tilburg                       ;21/11/2019;5
Twente/Achterhoek             ;21/11/2019;1
Veluwe/Flevoland              ;21/11/2019;1
West Brabant/Zeeland          ;21/11/2019;10
Zuid Limburg                  ;21/11/2019;4
Arnhem                        ;20/11/2019;3
Breda                         ;20/11/2019;6
Den Bosch                     ;20/11/2019;2
Eindhoven                     ;20/11/2019;5
Haaglanden                    ;20/11/2019;1
Kempenland                    ;20/11/2019;6
Midden Limburg                ;20/11/2019;5
Midden Nederland              ;20/11/2019;6
Nijmegen                      ;20/11/2019;3
NOORD                         ;20/11/2019;4
Ondernemersgebied             ;20/11/2019;9
Oost Brabant                  ;20/11/2019;5
Rotterdam                     ;20/11/2019;4
Tilburg                       ;20/11/2019;5
Twente/Achterhoek             ;20/11/2019;3
Veluwe/Flevoland              ;20/11/2019;3
West Brabant/Zeeland          ;20/11/2019;5
Zuid Limburg                  ;20/11/2019;12
Arnhem                        ;19/11/2019;2
Breda                         ;19/11/2019;7
Den Bosch                     ;19/11/2019;2
Eindhoven                     ;19/11/2019;4
Haaglanden                    ;19/11/2019;8
Kempenland                    ;19/11/2019;5
Midden Limburg                ;19/11/2019;5
Midden Nederland              ;19/11/2019;3
Nijmegen                      ;19/11/2019;3
Ondernemersgebied             ;19/11/2019;11
Oost Brabant                  ;19/11/2019;3
Rotterdam                     ;19/11/2019;3
Tilburg                       ;19/11/2019;8
Twente/Achterhoek             ;19/11/2019;7
Veluwe/Flevoland              ;19/11/2019;3
West Brabant/Zeeland          ;19/11/2019;5
Zuid Limburg                  ;19/11/2019;9
Arnhem                        ;18/11/2019;5
Breda                         ;18/11/2019;9
Den Bosch                     ;18/11/2019;5
Eindhoven                     ;18/11/2019;6
Haaglanden                    ;18/11/2019;5
Kempenland                    ;18/11/2019;4
Midden Limburg                ;18/11/2019;3
Midden Nederland              ;18/11/2019;2
Nijmegen                      ;18/11/2019;4
NOORD                         ;18/11/2019;4
Ondernemersgebied             ;18/11/2019;5
Oost Brabant                  ;18/11/2019;7
Rotterdam                     ;18/11/2019;6
Tilburg                       ;18/11/2019;7
Twente/Achterhoek             ;18/11/2019;4
Veluwe/Flevoland              ;18/11/2019;4
West Brabant/Zeeland          ;18/11/2019;6
Zuid Limburg                  ;18/11/2019;6
Arnhem                        ;17/11/2019;1
Breda                         ;17/11/2019;2
Den Bosch                     ;17/11/2019;5
Eindhoven                     ;17/11/2019;2
Haaglanden                    ;17/11/2019;2
Kempenland                    ;17/11/2019;3
Midden Limburg                ;17/11/2019;7
Midden Nederland              ;17/11/2019;3
Nijmegen                      ;17/11/2019;4
NOORD                         ;17/11/2019;1
Ondernemersgebied             ;17/11/2019;6
Oost Brabant                  ;17/11/2019;2
Rotterdam                     ;17/11/2019;2
Tilburg                       ;17/11/2019;2
Twente/Achterhoek             ;17/11/2019;3
Veluwe/Flevoland              ;17/11/2019;3
West Brabant/Zeeland          ;17/11/2019;4
Zuid Limburg                  ;17/11/2019;6
Arnhem                        ;16/11/2019;4
Breda                         ;16/11/2019;8
Den Bosch                     ;16/11/2019;3
Eindhoven                     ;16/11/2019;11
Haaglanden                    ;16/11/2019;6
Kempenland                    ;16/11/2019;5
Midden Limburg                ;16/11/2019;5
Midden Nederland              ;16/11/2019;6
Nijmegen                      ;16/11/2019;2
NOORD                         ;16/11/2019;4
Ondernemersgebied             ;16/11/2019;9
Oost Brabant                  ;16/11/2019;3
Rotterdam                     ;16/11/2019;5
Tilburg                       ;16/11/2019;5
Twente/Achterhoek             ;16/11/2019;3
Veluwe/Flevoland              ;16/11/2019;5
West Brabant/Zeeland          ;16/11/2019;4
Zuid Limburg                  ;16/11/2019;4
Arnhem                        ;15/11/2019;3
Breda                         ;15/11/2019;5
Den Bosch                     ;15/11/2019;2
Eindhoven                     ;15/11/2019;6
Haaglanden                    ;15/11/2019;3
Kempenland                    ;15/11/2019;2
Midden Limburg                ;15/11/2019;5
Midden Nederland              ;15/11/2019;4
Nijmegen                      ;15/11/2019;3
NOORD                         ;15/11/2019;3
Ondernemersgebied             ;15/11/2019;12
Rotterdam                     ;15/11/2019;3
Tilburg                       ;15/11/2019;7
Twente/Achterhoek             ;15/11/2019;2
Veluwe/Flevoland              ;15/11/2019;3
West Brabant/Zeeland          ;15/11/2019;2
Zuid Limburg                  ;15/11/2019;2
Arnhem                        ;14/11/2019;2
Breda                         ;14/11/2019;4
Den Bosch                     ;14/11/2019;1
Eindhoven                     ;14/11/2019;3
Haaglanden                    ;14/11/2019;5
Kempenland                    ;14/11/2019;2
Midden Limburg                ;14/11/2019;7
Midden Nederland              ;14/11/2019;3
Nijmegen                      ;14/11/2019;2
NOORD                         ;14/11/2019;2
Ondernemersgebied             ;14/11/2019;17
Oost Brabant                  ;14/11/2019;6
Rotterdam                     ;14/11/2019;1
Tilburg                       ;14/11/2019;8
Veluwe/Flevoland              ;14/11/2019;4
West Brabant/Zeeland          ;14/11/2019;5
Zuid Limburg                  ;14/11/2019;5
Arnhem                        ;13/11/2019;3
Breda                         ;13/11/2019;4
Den Bosch                     ;13/11/2019;6
Eindhoven                     ;13/11/2019;7
Haaglanden                    ;13/11/2019;4
Kempenland                    ;13/11/2019;6
Midden Limburg                ;13/11/2019;5
Midden Nederland              ;13/11/2019;3
Nijmegen                      ;13/11/2019;5
NOORD                         ;13/11/2019;1
Ondernemersgebied             ;13/11/2019;8
Oost Brabant                  ;13/11/2019;5
Twente/Achterhoek             ;13/11/2019;6
Veluwe/Flevoland              ;13/11/2019;5
West Brabant/Zeeland          ;13/11/2019;6
Zuid Limburg                  ;13/11/2019;3
Arnhem                        ;12/11/2019;4
Breda                         ;12/11/2019;5
Den Bosch                     ;12/11/2019;5
Eindhoven                     ;12/11/2019;3
Haaglanden                    ;12/11/2019;2
Kempenland                    ;12/11/2019;12
Midden Limburg                ;12/11/2019;4
Midden Nederland              ;12/11/2019;2
Nijmegen                      ;12/11/2019;10
NOORD                         ;12/11/2019;3
Ondernemersgebied             ;12/11/2019;11
Oost Brabant                  ;12/11/2019;3
Rotterdam                     ;12/11/2019;6
Tilburg                       ;12/11/2019;7
Twente/Achterhoek             ;12/11/2019;1
Veluwe/Flevoland              ;12/11/2019;1
West Brabant/Zeeland          ;12/11/2019;4
Zuid Limburg                  ;12/11/2019;7
Arnhem                        ;11/11/2019;5
Breda                         ;11/11/2019;6
Den Bosch                     ;11/11/2019;7
Eindhoven                     ;11/11/2019;3
Haaglanden                    ;11/11/2019;2
Kempenland                    ;11/11/2019;1
Midden Limburg                ;11/11/2019;6
Midden Nederland              ;11/11/2019;3
Nijmegen                      ;11/11/2019;5
Ondernemersgebied             ;11/11/2019;12
Oost Brabant                  ;11/11/2019;6
Rotterdam                     ;11/11/2019;3
Tilburg                       ;11/11/2019;5
Twente/Achterhoek             ;11/11/2019;2
Veluwe/Flevoland              ;11/11/2019;1
West Brabant/Zeeland          ;11/11/2019;3
Zuid Limburg                  ;11/11/2019;5
Arnhem                        ;10/11/2019;5
Breda                         ;10/11/2019;7
Den Bosch                     ;10/11/2019;6
Eindhoven                     ;10/11/2019;5
Haaglanden                    ;10/11/2019;4
Kempenland                    ;10/11/2019;5
Midden Limburg                ;10/11/2019;3
Midden Nederland              ;10/11/2019;8
Nijmegen                      ;10/11/2019;5
NOORD                         ;10/11/2019;2
Ondernemersgebied             ;10/11/2019;7
Oost Brabant                  ;10/11/2019;5
Rotterdam                     ;10/11/2019;4
Tilburg                       ;10/11/2019;7
Twente/Achterhoek             ;10/11/2019;6
Veluwe/Flevoland              ;10/11/2019;3
West Brabant/Zeeland          ;10/11/2019;2
Zuid Limburg                  ;10/11/2019;6
Arnhem                        ;09/11/2019;5
Breda                         ;09/11/2019;5
Den Bosch                     ;09/11/2019;5
Eindhoven                     ;09/11/2019;7
Haaglanden                    ;09/11/2019;5
Kempenland                    ;09/11/2019;6
Midden Limburg                ;09/11/2019;4
Midden Nederland              ;09/11/2019;5
Nijmegen                      ;09/11/2019;6
NOORD                         ;09/11/2019;2
Ondernemersgebied             ;09/11/2019;5
Oost Brabant                  ;09/11/2019;4
Rotterdam                     ;09/11/2019;5
Tilburg                       ;09/11/2019;2
Twente/Achterhoek             ;09/11/2019;4
Veluwe/Flevoland              ;09/11/2019;2
West Brabant/Zeeland          ;09/11/2019;6
Zuid Limburg                  ;09/11/2019;5
Arnhem                        ;08/11/2019;3
Breda                         ;08/11/2019;1
Den Bosch                     ;08/11/2019;5
Eindhoven                     ;08/11/2019;2
Haaglanden                    ;08/11/2019;5
Kempenland                    ;08/11/2019;5
Midden Limburg                ;08/11/2019;4
Midden Nederland              ;08/11/2019;1
Nijmegen                      ;08/11/2019;5
NOORD                         ;08/11/2019;2
Ondernemersgebied             ;08/11/2019;9
Oost Brabant                  ;08/11/2019;2
Rotterdam                     ;08/11/2019;3
Tilburg                       ;08/11/2019;9
Twente/Achterhoek             ;08/11/2019;5
Veluwe/Flevoland              ;08/11/2019;3
West Brabant/Zeeland          ;08/11/2019;5
Zuid Limburg                  ;08/11/2019;5
Arnhem                        ;07/11/2019;5
Breda                         ;07/11/2019;5
Den Bosch                     ;07/11/2019;5
Eindhoven                     ;07/11/2019;10
Haaglanden                    ;07/11/2019;2
Kempenland                    ;07/11/2019;4
Midden Limburg                ;07/11/2019;10
Nijmegen                      ;07/11/2019;8
NOORD                         ;07/11/2019;1
Ondernemersgebied             ;07/11/2019;8
Oost Brabant                  ;07/11/2019;4
Rotterdam                     ;07/11/2019;4
Tilburg                       ;07/11/2019;3
Twente/Achterhoek             ;07/11/2019;4
Veluwe/Flevoland              ;07/11/2019;4
West Brabant/Zeeland          ;07/11/2019;3
Zuid Limburg                  ;07/11/2019;3
Arnhem                        ;06/11/2019;3
Breda                         ;06/11/2019;4
Den Bosch                     ;06/11/2019;1
Eindhoven                     ;06/11/2019;5
Haaglanden                    ;06/11/2019;4
Kempenland                    ;06/11/2019;1
Midden Limburg                ;06/11/2019;2
Midden Nederland              ;06/11/2019;6
Nijmegen                      ;06/11/2019;5
Ondernemersgebied             ;06/11/2019;12
Oost Brabant                  ;06/11/2019;2
Rotterdam                     ;06/11/2019;5
Tilburg                       ;06/11/2019;3
Twente/Achterhoek             ;06/11/2019;8
Veluwe/Flevoland              ;06/11/2019;3
West Brabant/Zeeland          ;06/11/2019;5
Zuid Limburg                  ;06/11/2019;8
Arnhem                        ;05/11/2019;3
Breda                         ;05/11/2019;3
Den Bosch                     ;05/11/2019;5
Eindhoven                     ;05/11/2019;5
Haaglanden                    ;05/11/2019;1
Kempenland                    ;05/11/2019;4
Midden Limburg                ;05/11/2019;8
Midden Nederland              ;05/11/2019;3
Nijmegen                      ;05/11/2019;11
NOORD                         ;05/11/2019;2
Ondernemersgebied             ;05/11/2019;10
Oost Brabant                  ;05/11/2019;1
Rotterdam                     ;05/11/2019;5
Tilburg                       ;05/11/2019;7
Twente/Achterhoek             ;05/11/2019;4
Veluwe/Flevoland              ;05/11/2019;1
West Brabant/Zeeland          ;05/11/2019;2
Zuid Limburg                  ;05/11/2019;2
Arnhem                        ;04/11/2019;4
Breda                         ;04/11/2019;6
Den Bosch                     ;04/11/2019;2
Eindhoven                     ;04/11/2019;5
Haaglanden                    ;04/11/2019;3
Kempenland                    ;04/11/2019;3
Midden Limburg                ;04/11/2019;4
Midden Nederland              ;04/11/2019;5
Nijmegen                      ;04/11/2019;10
NOORD                         ;04/11/2019;3
Ondernemersgebied             ;04/11/2019;5
Oost Brabant                  ;04/11/2019;1
Rotterdam                     ;04/11/2019;8
